City,Country,Latitude,Longitude
Ventspils,Latvia,57.3906,21.5733
Rezekne,Latvia,56.5127,27.3427
Valmiera,Latvia,57.5500,25.4000
Ogre,Latvia,56.8186,24.6056
Tukums,Latvia,56.9667,23.1500
Vaduz,Liechtenstein,47.1410,9.5210
Schaan,Liechtenstein,47.1667,9.5097
Triesen,Liechtenstein,47.1000,9.5333
Balzers,Liechtenstein,47.0667,9.5000
Eschen,Liechtenstein,47.2167,9.5167
Mauren,Liechtenstein,47.2167,9.5333
Ruggell,Liechtenstein,47.2450,9.5332
Gamprin,Liechtenstein,47.2167,9.5000
Schellenberg,Liechtenstein,47.2336,9.5481
Planken,Liechtenstein,47.1833,9.5333
Vilnius,Lithuania,54.6872,25.2800
Kaunas,Lithuania,54.8972,23.8861
Klaipeda,Lithuania,55.7500,21.1667
Siauliai,Lithuania,55.9333,23.3167
Panevezys,Lithuania,55.7333,24.3500
Alytus,Lithuania,54.4014,24.0492
Marijampole,Lithuania,54.5472,23.3500
Mazeikiai,Lithuania,56.3167,22.3333
Jonava,Lithuania,55.0722,24.2806
Utena,Lithuania,55.5000,25.6000
Luxembourg,Luxembourg,49.6117,6.1319
Esch-sur-Alzette,Luxembourg,49.4969,5.9806
Differdange,Luxembourg,49.5222,5.8917
Dudelange,Luxembourg,49.4833,6.0833
Diekirch,Luxembourg,49.8681,6.1567
Wiltz,Luxembourg,49.9667,5.9333
Vianden,Luxembourg,49.9336,6.2075
Redange-sur-Attert,Luxembourg,49.7652,5.8894
Remich,Luxembourg,49.5444,6.3667
Valletta,Malta,35.8983,14.5125
Birkirkara,Malta,35.8967,14.4625
Mosta,Malta,35.9097,14.4261
Zabbar,Malta,35.8772,14.5381
Fgura,Malta,35.8725,14.5228
Zejtun,Malta,35.8556,14.5333
Sliema,Malta,35.9122,14.5042
Qormi,Malta,35.8794,14.4722
Attard,Malta,35.8928,14.4383
Chisinau,Moldova,47.0228,28.8353
Tiraspol,Moldova,46.8403,29.6433
Balti,Moldova,47.7667,27.9167
Bender,Moldova,46.8333,29.4833
Ribnita,Moldova,47.7667,29.0000
Cahul,Moldova,45.9167,28.1836
Ungheni,Moldova,47.2167,27.8167
Soroca,Moldova,48.1667,28.3000
Orhei,Moldova,47.3833,28.8167
Dubasari,Moldova,47.2667,29.1667
Monaco,Monaco,43.7333,7.4167
Podgorica,Montenegro,42.4413,19.2629
Niksic,Montenegro,42.7778,18.9500
Herceg Novi,Montenegro,42.4530,18.5312
Pljevlja,Montenegro,43.3567,19.3583
Bijelo Polje,Montenegro,43.0400,19.7500
Cetinje,Montenegro,42.3800,18.9200
Bar,Montenegro,42.1000,19.1000
Berane,Montenegro,42.8400,19.8600
Ulcinj,Montenegro,41.9200,19.2000
Rozaje,Montenegro,42.8400,20.1600
Amsterdam,Netherlands,52.3728,4.8936
Rotterdam,Netherlands,51.9167,4.5000
The Hague,Netherlands,52.0800,4.3100
Utrecht,Netherlands,52.0833,5.1167
Eindhoven,Netherlands,51.4333,5.4833
Tilburg,Netherlands,51.5500,5.0833
Groningen,Netherlands,53.2167,6.5667
Almere,Netherlands,52.3667,5.2167
Breda,Netherlands,51.5889,4.7758
Nijmegen,Netherlands,51.8475,5.8625
Skopje,Macedonia,41.9961,21.4317
Bitola,Macedonia,41.0319,21.3347
Kumanovo,Macedonia,42.1322,21.7144
Prilep,Macedonia,41.3464,21.5542
Tetovo,Macedonia,42.0103,20.9714
Veles,Macedonia,41.7153,21.7753
Ohrid,Macedonia,41.1169,20.8019
Gostivar,Macedonia,41.8000,20.9167
Struga,Macedonia,41.1775,20.6789
Kavadarci,Macedonia,41.4328,22.0117
Oslo,Norway,59.9133,10.7389
Bergen,Norway,60.3894,5.3300
Trondheim,Norway,63.4297,10.3933
Stavanger,Norway,58.9700,5.7314
Drammen,Norway,59.7378,10.2050
Fredrikstad,Norway,59.2053,10.9500
Kristiansand,Norway,58.1472,7.9972
Sandnes,Norway,58.8517,5.7361
Tromso,Norway,69.6828,18.9428
Sarpsborg,Norway,59.2858,11.1119
Warsaw,Poland,52.2300,21.0111
Krakow,Poland,50.0614,19.9372
Lodz,Poland,51.7769,19.4547
Wroclaw,Poland,51.1100,17.0325
Poznan,Poland,52.4083,16.9336
Gdansk,Poland,54.3475,18.6453
Szczecin,Poland,53.4325,14.5481
Bydgoszcz,Poland,53.1219,18.0003
Lublin,Poland,51.2500,22.5667
Katowice,Poland,50.2667,19.0167
Lisbon,Portugal,38.7253,-9.1500
Porto,Portugal,41.1621,-8.6220
Vila Nova de Gaia,Portugal,41.1333,-8.6167
Amadora,Portugal,38.7333,-9.2333
Braga,Portugal,41.5503,-8.4200
Funchal,Portugal,32.6500,-16.9167
Coimbra,Portugal,40.2111,-8.4292
Setubal,Portugal,38.5243,-8.8926
Queluz,Portugal,38.7514,-9.2664
Agualva,Portugal,38.7700,-9.2988
Bucharest,Romania,44.4325,26.1039
Cluj-Napoca,Romania,46.7667,23.5833
Timisoara,Romania,45.7597,21.2300
Iasi,Romania,47.1622,27.5889
Constanta,Romania,44.1667,28.6333
Craiova,Romania,44.3333,23.8167
Brasov,Romania,45.6667,25.6167
Galati,Romania,45.4233,28.0425
Ploiesti,Romania,44.9411,26.0225
Oradea,Romania,47.0722,21.9211
Moscow,Russia,55.7558,37.6178
Saint Petersburg,Russia,59.9500,30.3167
Novosibirsk,Russia,55.0333,82.9167
Yekaterinburg,Russia,56.8356,60.6128
Nizhniy Novgorod,Russia,56.3269,44.0075
Kazan,Russia,55.7964,49.1089
Chelyabinsk,Russia,55.1500,61.4000
Omsk,Russia,54.9667,73.3833
Samara,Russia,53.2028,50.1408
Rostov,Russia,57.1833,39.4167
San Marino,San Marino,43.9346,12.4473
Belgrade,Serbia,44.8200,20.4600
Novi Sad,Serbia,45.2542,19.8425
Nis,Serbia,43.3192,21.8961
Kragujevac,Serbia,44.0142,20.9394
Subotica,Serbia,46.1003,19.6656
Zrenjanin,Serbia,45.3833,20.3894
Pancevo,Serbia,44.8706,20.6403
Cacak,Serbia,43.8914,20.3497
Novi Pazar,Serbia,43.1500,20.5167
Kraljevo,Serbia,43.7234,20.6870
Bratislava,Slovakia,48.1439,17.1097
Kosice,Slovakia,48.7167,21.2500
Presov,Slovakia,49.0017,21.2394
Zilina,Slovakia,49.2228,18.7400
Nitra,Slovakia,48.3069,18.0864
Banska Bystrica,Slovakia,48.7353,19.1453
Trnava,Slovakia,48.3775,17.5883
Martin,Slovakia,49.0650,18.9219
Trencin,Slovakia,48.8919,18.0367
Poprad,Slovakia,49.0594,20.2975
Ljubljana,Slovenia,46.0514,14.5061
Maribor,Slovenia,46.5575,15.6456
Celje,Slovenia,46.2358,15.2675
Kranj,Slovenia,46.2333,14.3667
Velenje,Slovenia,46.3625,15.1144
Koper,Slovenia,45.5500,13.7333
Novo Mesto,Slovenia,45.8000,15.1667
Ptuj,Slovenia,46.4194,15.8694
Trbovlje,Slovenia,46.1500,15.0500
Kamnik,Slovenia,46.2257,14.6120
Madrid,Spain,40.4169,-3.7033
Barcelona,Spain,41.3825,2.1769
Valencia,Spain,39.4700,-0.3764
Sevilla,Spain,37.2400,-5.9900
Zaragoza,Spain,41.6500,-0.8833
Malaga,Spain,36.7194,-4.4200
Murcia,Spain,37.9861,-1.1303
Palma,Spain,39.5667,2.6500
Las Palmas,Spain,28.1272,-15.4314
Bilbao,Spain,43.2569,-2.9236
Stockholm,Sweden,59.3294,18.0686
Gothenburg,Sweden,57.7075,11.9675
Malmo,Sweden,55.6058,13.0358
Uppsala,Sweden,59.8601,17.6400
Vasteras,Sweden,59.6161,16.5528
Orebro,Sweden,59.2739,15.2075
Linkoping,Sweden,58.4158,15.6253
Helsingborg,Sweden,56.0500,12.7167
Jonkoping,Sweden,57.7828,14.1606
Norrkoping,Sweden,58.6000,16.2000
Lulea,Sweden,65.5844,22.1539
Pitea,Sweden,65.3333,21.5000
Umea,Sweden,63.8250,20.2639
Sundsvall,Sweden,62.4000,17.3167
Zurich,Switzerland,47.3744,8.5411
Geneva,Switzerland,46.2017,6.1469
Basel,Switzerland,47.5547,7.5906
Lausanne,Switzerland,46.5198,6.6335
Bern,Switzerland,46.9481,7.4475
Winterthur,Switzerland,47.4989,8.7286
Lucerne,Switzerland,47.0500,8.3000
Sankt Gallen,Switzerland,47.4242,9.3708
Lugano,Switzerland,46.0050,8.9525
Biel/Bienne,Switzerland,47.1333,7.2500
Istanbul,Turkey,41.0136,28.9550
Ankara,Turkey,39.9300,32.8500
Izmir,Turkey,38.4200,27.1400
Bursa,Turkey,40.1833,29.0500
Adana,Turkey,37.0000,35.3213
Gaziantep,Turkey,37.0628,37.3792
Konya,Turkey,37.8667,32.4833
Antalya,Turkey,36.8874,30.7075
Kayseri,Turkey,38.7225,35.4875
Mersin,Turkey,36.8000,34.6333
Kyiv,Ukraine,50.4500,30.5233
Kharkiv,Ukraine,49.9925,36.2311
Odesa,Ukraine,46.4775,30.7326
Dnipro,Ukraine,48.4675,35.0400
Donetsk,Ukraine,48.0028,37.8053
Zaporizhzhia,Ukraine,47.8500,35.1175
Lviv,Ukraine,49.8425,24.0322
Kryvyi Rih,Ukraine,47.9086,33.3433
Mykolaiv,Ukraine,49.5247,23.9789
Mariupol,Ukraine,47.0958,37.5494
London,United Kingdom,51.5072,-0.1275
Birmingham,United Kingdom,52.4800,-1.9025
Manchester,United Kingdom,53.4794,-2.2453
Glasgow,United Kingdom,55.8611,-4.2500
Newcastle,United Kingdom,54.9800,-1.6100
Sheffield,United Kingdom,53.3808,-1.4703
Liverpool,United Kingdom,53.4075,-2.9919
Leeds,United Kingdom,53.8003,-1.5497
Edinburgh,United Kingdom,55.9533,-3.1892
Bristol,United Kingdom,51.4536,-2.5975
Vatican City,Vatican City,41.9040,12.4530
